id,clv_decile,churn_risk,current_bb_speed,network_activity,account_tenure,time_of_last_broadband_upgrade,broadband_type,customer_segment
16437,1,0,500mb,heavy,113,2017-05-21,Fiber,Settled Simplifiers
16438,8,0,Copper,medium,84,2017-11-04,Copper,Foolproof Followers
16439,5,0,1Gig,medium,87,2018-05-22,Fiber,Budget Balancers
16440,10,0,500mb,heavy,74,2016-08-25,Fiber,Peak Performers
16441,1,0,1Gig,light,21,2018-03-28,Fiber,Settled Simplifiers
16442,3,0,5Gig,heavy,7,2018-09-05,Fiber,Foolproof Followers
16443,4,0,500mb,heavy,92,2024-03-18,Fiber,Foolproof Followers
16444,7,0,500mb,light,43,2022-03-12,Fiber,Budget Balancers
16445,5,0,500mb,heavy,47,2023-03-31,Fiber,Peak Performers
16446,4,0,500mb,medium,26,2019-06-16,Fiber,Foolproof Followers
16447,9,0,Copper,heavy,117,2018-01-18,Copper,Settled Simplifiers
16448,7,0,Copper,medium,83,2020-05-04,Copper,Foolproof Followers
16449,9,0,500mb,light,94,2021-10-31,Fiber,Peak Performers
16450,10,0,2Gig,medium,64,2018-07-26,Fiber,Peak Performers
16451,2,0,Copper,heavy,26,2025-05-27,Copper,Peak Performers
16452,9,0,500mb,light,111,2019-04-07,Fiber,Budget Balancers
16453,2,0,7Gig,medium,7,2021-06-10,Fiber,Budget Balancers
16454,4,0,2Gig,medium,57,2018-09-05,Fiber,Settled Simplifiers
16455,8,0,500mb,medium,119,2016-01-29,Fiber,Peak Performers
16456,9,0,1Gig,heavy,51,2019-06-29,Fiber,Foolproof Followers
16457,6,0,500mb,heavy,40,2017-01-31,Fiber,Foolproof Followers
16458,7,0,2Gig,heavy,21,2018-04-25,Fiber,Peak Performers
16459,4,0,500mb,light,110,2024-06-28,Fiber,Peak Performers
16460,6,0,500mb,light,8,2023-11-26,Fiber,Foolproof Followers
16461,8,0,500mb,medium,113,2019-07-23,Fiber,Peak Performers
16462,10,0,Copper,medium,44,2021-12-11,Copper,Settled Simplifiers
16463,9,0,1Gig,light,34,2023-12-25,Fiber,Settled Simplifiers
16464,3,0,1Gig,medium,73,2020-12-25,Fiber,Settled Simplifiers
16465,9,0,1Gig,light,49,2016-02-09,Fiber,Budget Balancers
16466,10,0,500mb,medium,61,2021-09-13,Fiber,Foolproof Followers
16467,2,0,500mb,light,42,2020-03-31,Fiber,Settled Simplifiers
16468,7,0,2Gig,light,101,2021-09-07,Fiber,Settled Simplifiers
16469,4,0,1Gig,heavy,83,2021-05-11,Fiber,Settled Simplifiers
16470,10,0,500mb,medium,115,2016-05-27,Fiber,Peak Performers
16471,9,0,1Gig,heavy,67,2025-04-05,Fiber,Settled Simplifiers
16472,10,0,500mb,medium,82,2024-09-09,Fiber,Peak Performers
16473,9,0,500mb,heavy,101,2023-11-06,Fiber,Peak Performers
16474,2,0,7Gig,medium,107,2020-04-03,Fiber,Foolproof Followers
16475,8,0,500mb,light,61,2019-03-10,Fiber,Foolproof Followers
16476,5,0,2Gig,medium,92,2020-05-02,Fiber,Foolproof Followers
16477,7,0,Copper,medium,52,2024-11-28,Copper,Foolproof Followers
16478,1,0,1Gig,light,54,2024-10-04,Fiber,Settled Simplifiers
16479,2,0,1Gig,medium,110,2020-10-15,Fiber,Peak Performers
16480,1,0,1Gig,light,83,2022-04-28,Fiber,Settled Simplifiers
16481,4,0,500mb,medium,42,2023-04-23,Fiber,Settled Simplifiers
16482,9,0,2Gig,medium,31,2022-03-11,Fiber,Aspirational Adopters
16483,8,0,500mb,heavy,4,2018-07-24,Fiber,Settled Simplifiers
16484,9,0,1Gig,light,53,2019-04-08,Fiber,Settled Simplifiers
16485,4,0,1Gig,medium,29,2016-06-05,Fiber,Budget Balancers
16486,7,0,1Gig,medium,60,2025-03-18,Fiber,Budget Balancers
16487,1,0,2Gig,medium,80,2023-02-05,Fiber,Settled Simplifiers
16488,10,0,500mb,medium,7,2017-05-01,Fiber,Foolproof Followers
16489,9,0,500mb,medium,112,2022-03-03,Fiber,Settled Simplifiers
16490,6,0,1Gig,medium,17,2023-11-22,Fiber,Foolproof Followers
16491,10,0,1Gig,medium,61,2018-02-22,Fiber,Foolproof Followers
16492,9,0,1Gig,light,52,2022-09-03,Fiber,Foolproof Followers
16493,4,0,1Gig,light,107,2020-10-06,Fiber,Budget Balancers
16494,7,0,500mb,light,86,2025-02-10,Fiber,Foolproof Followers
16495,1,0,500mb,medium,54,2024-01-06,Fiber,Foolproof Followers
16496,4,0,1Gig,medium,1,2021-01-31,Fiber,Budget Balancers
16497,2,0,5Gig,medium,70,2021-12-28,Fiber,Foolproof Followers
16498,2,0,1Gig,heavy,52,2017-09-14,Fiber,Settled Simplifiers
16499,9,0,Copper,light,45,2018-08-09,Copper,Settled Simplifiers
16500,8,0,2Gig,medium,62,2019-08-08,Fiber,Peak Performers
16501,7,0,1Gig,light,4,2019-12-20,Fiber,Peak Performers
16502,1,0,500mb,light,16,2019-01-25,Fiber,Foolproof Followers
16503,7,0,500mb,light,109,2018-06-04,Fiber,Settled Simplifiers
16504,9,0,500mb,medium,11,2021-10-22,Fiber,Peak Performers
16505,10,0,1Gig,medium,114,2025-05-28,Fiber,Settled Simplifiers
16506,10,0,500mb,medium,16,2024-09-16,Fiber,Settled Simplifiers
16507,6,0,500mb,light,107,2025-10-17,Fiber,Settled Simplifiers
16508,2,0,1Gig,medium,55,2020-09-14,Fiber,Settled Simplifiers
16509,5,0,7Gig,heavy,18,2024-03-28,Fiber,Foolproof Followers
16510,6,0,1Gig,light,70,2023-02-19,Fiber,Foolproof Followers
16511,9,0,500mb,light,96,2023-08-03,Fiber,Settled Simplifiers
16512,2,0,Copper,medium,39,2022-05-02,Copper,Settled Simplifiers
16513,7,0,1Gig,light,96,2023-09-12,Fiber,Budget Balancers
16514,5,0,500mb,heavy,5,2023-08-24,Fiber,Peak Performers
16515,9,1,2Gig,light,43,2024-01-03,Fiber,Aspirational Adopters
16516,2,0,1Gig,heavy,40,2016-06-17,Fiber,Settled Simplifiers
16517,5,0,1Gig,medium,119,2018-08-20,Fiber,Settled Simplifiers
16518,3,0,1Gig,heavy,113,2017-04-07,Fiber,Settled Simplifiers
16519,7,0,2Gig,medium,55,2019-07-25,Fiber,Settled Simplifiers
16520,8,0,1Gig,medium,24,2025-09-01,Fiber,Peak Performers
16521,6,0,5Gig,medium,32,2016-09-25,Fiber,Foolproof Followers
16522,6,0,Copper,medium,56,2022-04-14,Copper,Budget Balancers
16523,3,0,7Gig,medium,24,2018-03-03,Fiber,Peak Performers
16524,6,0,2Gig,light,72,2016-07-24,Fiber,Foolproof Followers
16525,10,0,1Gig,medium,27,2025-05-20,Fiber,Settled Simplifiers
16526,8,0,2Gig,medium,61,2024-03-11,Fiber,Foolproof Followers
16527,4,0,5Gig,medium,101,2022-05-30,Fiber,Foolproof Followers
16528,8,0,1Gig,light,43,2017-01-10,Fiber,Settled Simplifiers
16529,9,0,1Gig,medium,24,2016-10-23,Fiber,Peak Performers
16530,8,0,2Gig,heavy,52,2021-03-30,Fiber,Aspirational Adopters
16531,7,0,1Gig,light,58,2016-08-28,Fiber,Budget Balancers
16532,6,0,500mb,medium,88,2024-05-29,Fiber,Budget Balancers
16533,6,0,1Gig,heavy,100,2021-09-11,Fiber,Settled Simplifiers
16534,7,0,1Gig,medium,57,2016-07-13,Fiber,Settled Simplifiers
16535,7,0,5Gig,medium,80,2021-07-14,Fiber,Budget Balancers
16536,6,0,7Gig,medium,29,2016-06-19,Fiber,Settled Simplifiers
16537,6,0,2Gig,medium,78,2018-12-31,Fiber,Foolproof Followers
16538,10,0,1Gig,medium,82,2024-11-07,Fiber,Foolproof Followers
16539,8,0,1Gig,heavy,76,2021-01-02,Fiber,Aspirational Adopters
16540,1,0,Copper,medium,64,2022-05-27,Copper,Budget Balancers
16541,9,0,2Gig,light,84,2025-10-24,Fiber,Budget Balancers
16542,4,0,500mb,heavy,76,2022-07-19,Fiber,Settled Simplifiers
16543,9,0,500mb,heavy,73,2020-06-20,Fiber,Aspirational Adopters
16544,6,0,Copper,light,20,2019-09-11,Copper,Peak Performers
16545,4,0,500mb,medium,85,2024-02-20,Fiber,Foolproof Followers
16546,4,0,500mb,heavy,39,2018-09-06,Fiber,Aspirational Adopters
16547,10,0,1Gig,medium,119,2020-06-13,Fiber,Peak Performers
16548,3,0,500mb,light,33,2023-09-22,Fiber,Peak Performers
16549,6,0,2Gig,medium,116,2025-02-02,Fiber,Settled Simplifiers
16550,5,1,1Gig,medium,28,2022-05-18,Fiber,Peak Performers
16551,2,0,1Gig,medium,79,2016-09-04,Fiber,Peak Performers
16552,10,0,500mb,medium,65,2021-12-01,Fiber,Foolproof Followers
16553,2,0,500mb,light,106,2018-03-17,Fiber,Settled Simplifiers
16554,8,0,500mb,heavy,105,2025-01-22,Fiber,Budget Balancers
16555,7,0,500mb,medium,117,2024-09-07,Fiber,Peak Performers
16556,6,0,500mb,heavy,117,2024-03-31,Fiber,Settled Simplifiers
16557,10,0,500mb,medium,76,2019-05-16,Fiber,Peak Performers
16558,8,0,500mb,heavy,81,2024-04-13,Fiber,Peak Performers
16559,10,0,500mb,light,91,2020-05-09,Fiber,Settled Simplifiers
16560,9,0,1Gig,light,3,2018-11-12,Fiber,Settled Simplifiers
16561,9,0,1Gig,medium,41,2017-01-29,Fiber,Settled Simplifiers
16562,7,0,500mb,medium,87,2020-04-25,Fiber,Settled Simplifiers
16563,9,0,5Gig,heavy,26,2016-10-06,Fiber,Settled Simplifiers
16564,3,0,1Gig,light,56,2022-05-15,Fiber,Settled Simplifiers
16565,4,0,1Gig,medium,90,2022-10-11,Fiber,Peak Performers
16566,8,0,5Gig,medium,2,2022-01-26,Fiber,Settled Simplifiers
16567,5,0,500mb,light,17,2021-07-12,Fiber,Budget Balancers
16568,7,0,Copper,heavy,17,2022-07-11,Copper,Peak Performers
16569,2,0,500mb,medium,8,2019-12-28,Fiber,Foolproof Followers
16570,6,0,7Gig,heavy,41,2025-06-03,Fiber,Peak Performers
16571,10,0,2Gig,medium,81,2020-01-13,Fiber,Settled Simplifiers
16572,3,0,1Gig,light,21,2018-03-19,Fiber,Budget Balancers
16573,2,0,5Gig,heavy,58,2021-10-11,Fiber,Aspirational Adopters
16574,2,0,500mb,light,24,2022-06-21,Fiber,Peak Performers
16575,10,0,1Gig,medium,49,2023-05-22,Fiber,Peak Performers
16576,8,0,1Gig,heavy,2,2023-09-16,Fiber,Peak Performers
16577,6,0,1Gig,medium,66,2016-05-20,Fiber,Settled Simplifiers
16578,9,0,500mb,medium,76,2022-08-02,Fiber,Settled Simplifiers
16579,7,0,1Gig,medium,74,2025-09-20,Fiber,Settled Simplifiers
16580,1,0,1Gig,medium,22,2016-05-07,Fiber,Foolproof Followers
16581,9,0,500mb,medium,108,2017-01-12,Fiber,Settled Simplifiers
16582,1,0,Copper,medium,40,2020-04-19,Copper,Budget Balancers
16583,4,0,7Gig,medium,52,2018-07-22,Fiber,Budget Balancers
16584,7,0,5Gig,medium,108,2016-04-08,Fiber,Settled Simplifiers
16585,6,0,7Gig,light,108,2025-05-31,Fiber,Peak Performers
16586,2,0,500mb,medium,57,2016-06-10,Fiber,Budget Balancers
16587,9,0,1Gig,medium,16,2019-12-05,Fiber,Budget Balancers
16588,6,0,1Gig,heavy,76,2017-03-10,Fiber,Aspirational Adopters
16589,6,0,Copper,medium,48,2020-12-23,Copper,Peak Performers
16590,2,0,Copper,medium,25,2022-04-15,Copper,Aspirational Adopters
16591,6,0,7Gig,light,120,2020-07-29,Fiber,Foolproof Followers
16592,3,0,500mb,medium,25,2019-03-03,Fiber,Peak Performers
16593,7,0,500mb,light,10,2017-09-12,Fiber,Peak Performers
16594,6,0,500mb,heavy,59,2016-04-30,Fiber,Settled Simplifiers
16595,2,0,1Gig,light,78,2019-09-06,Fiber,Settled Simplifiers
16596,2,0,1Gig,light,97,2019-07-23,Fiber,Settled Simplifiers
16597,8,0,500mb,medium,17,2021-04-01,Fiber,Foolproof Followers
16598,6,0,500mb,light,99,2017-09-04,Fiber,Settled Simplifiers
16599,8,0,500mb,heavy,12,2021-06-29,Fiber,Foolproof Followers
16600,5,0,500mb,medium,47,2021-06-24,Fiber,Peak Performers
16601,5,0,500mb,medium,100,2022-09-03,Fiber,Foolproof Followers
16602,9,0,500mb,light,70,2017-03-23,Fiber,Settled Simplifiers
16603,5,0,1Gig,medium,18,2022-07-18,Fiber,Foolproof Followers
16604,7,0,1Gig,heavy,59,2020-02-25,Fiber,Budget Balancers
16605,5,0,500mb,heavy,75,2016-02-24,Fiber,Budget Balancers
16606,9,1,5Gig,medium,94,2018-07-27,Fiber,Foolproof Followers
16607,1,0,2Gig,light,98,2020-06-13,Fiber,Settled Simplifiers
16608,3,0,5Gig,medium,85,2021-01-01,Fiber,Peak Performers
16609,1,0,500mb,medium,118,2020-06-22,Fiber,Settled Simplifiers
16610,10,0,2Gig,medium,34,2016-12-12,Fiber,Settled Simplifiers
16611,5,0,500mb,light,92,2017-08-16,Fiber,Settled Simplifiers
16612,10,0,1Gig,heavy,55,2022-04-27,Fiber,Peak Performers
16613,10,0,7Gig,heavy,93,2017-08-25,Fiber,Foolproof Followers
16614,6,0,500mb,heavy,75,2023-08-13,Fiber,Foolproof Followers
16615,2,0,500mb,light,71,2018-12-04,Fiber,Budget Balancers
16616,1,0,500mb,medium,34,2024-12-01,Fiber,Settled Simplifiers
16617,4,0,2Gig,heavy,57,2020-01-27,Fiber,Aspirational Adopters
16618,1,0,500mb,light,107,2017-10-26,Fiber,Settled Simplifiers
16619,10,0,1Gig,heavy,98,2016-07-28,Fiber,Settled Simplifiers
16620,4,0,500mb,heavy,99,2017-07-15,Fiber,Settled Simplifiers
16621,1,0,1Gig,light,57,2017-05-27,Fiber,Budget Balancers
16622,5,0,500mb,medium,101,2020-11-09,Fiber,Settled Simplifiers
16623,9,0,1Gig,medium,24,2018-12-06,Fiber,Settled Simplifiers
16624,8,0,2Gig,medium,107,2019-12-23,Fiber,Settled Simplifiers
16625,9,0,1Gig,light,104,2023-01-06,Fiber,Settled Simplifiers
16626,2,1,5Gig,light,33,2018-01-20,Fiber,Budget Balancers
16627,2,0,1Gig,light,15,2023-01-16,Fiber,Settled Simplifiers
16628,8,0,2Gig,medium,35,2021-08-20,Fiber,Settled Simplifiers
16629,3,0,500mb,heavy,40,2016-04-23,Fiber,Peak Performers
16630,9,0,500mb,heavy,2,2017-08-01,Fiber,Foolproof Followers
16631,4,0,7Gig,medium,30,2020-05-23,Fiber,Budget Balancers
16632,8,0,2Gig,medium,43,2019-05-12,Fiber,Foolproof Followers
16633,1,0,2Gig,medium,89,2019-11-13,Fiber,Peak Performers
16634,1,0,1Gig,heavy,19,2021-06-03,Fiber,Settled Simplifiers
16635,6,0,5Gig,medium,30,2017-12-11,Fiber,Foolproof Followers
16636,7,0,2Gig,medium,91,2021-10-14,Fiber,Budget Balancers
16637,3,0,Copper,light,16,2025-03-03,Copper,Settled Simplifiers
16638,7,0,1Gig,heavy,116,2017-11-13,Fiber,Budget Balancers
16639,7,0,500mb,light,23,2016-06-25,Fiber,Peak Performers
16640,2,0,1Gig,light,117,2016-07-28,Fiber,Foolproof Followers
16641,8,0,1Gig,medium,39,2016-09-25,Fiber,Settled Simplifiers
16642,2,1,1Gig,medium,13,2024-04-09,Fiber,Settled Simplifiers
16643,9,0,500mb,heavy,49,2017-08-26,Fiber,Settled Simplifiers
16644,1,0,1Gig,medium,38,2017-03-05,Fiber,Foolproof Followers
16645,6,0,1Gig,medium,11,2023-12-24,Fiber,Peak Performers
16646,2,0,500mb,light,96,2022-12-13,Fiber,Settled Simplifiers
16647,5,0,Copper,light,77,2017-12-28,Copper,Settled Simplifiers
16648,2,0,1Gig,medium,92,2018-10-24,Fiber,Foolproof Followers
16649,10,0,1Gig,light,30,2020-07-16,Fiber,Settled Simplifiers
16650,4,0,1Gig,medium,42,2019-08-26,Fiber,Peak Performers
16651,10,0,500mb,light,26,2018-10-26,Fiber,Peak Performers
16652,4,0,7Gig,medium,49,2018-09-23,Fiber,Peak Performers
16653,7,0,2Gig,heavy,107,2016-12-09,Fiber,Settled Simplifiers
16654,8,1,1Gig,medium,44,2022-12-23,Fiber,Settled Simplifiers
16655,7,0,7Gig,medium,115,2021-09-16,Fiber,Settled Simplifiers
16656,4,0,1Gig,medium,17,2019-03-07,Fiber,Foolproof Followers
16657,1,0,1Gig,light,17,2022-09-29,Fiber,Settled Simplifiers
16658,1,0,5Gig,heavy,26,2016-01-04,Fiber,Settled Simplifiers
16659,2,0,500mb,medium,59,2017-03-11,Fiber,Peak Performers
16660,4,0,7Gig,heavy,8,2023-06-30,Fiber,Peak Performers
16661,3,0,5Gig,medium,58,2021-10-08,Fiber,Foolproof Followers
16662,4,0,1Gig,light,34,2018-03-24,Fiber,Peak Performers
16663,4,0,500mb,light,113,2019-09-21,Fiber,Settled Simplifiers
16664,10,0,500mb,heavy,117,2021-11-01,Fiber,Settled Simplifiers
16665,1,0,500mb,light,34,2024-10-28,Fiber,Settled Simplifiers
16666,3,0,Copper,medium,4,2016-01-06,Copper,Foolproof Followers
16667,10,0,1Gig,medium,30,2024-01-01,Fiber,Settled Simplifiers
16668,8,0,7Gig,heavy,91,2022-03-24,Fiber,Budget Balancers
16669,8,0,1Gig,heavy,12,2018-09-04,Fiber,Settled Simplifiers
16670,2,0,2Gig,light,32,2017-10-04,Fiber,Foolproof Followers
16671,2,0,7Gig,medium,38,2019-10-01,Fiber,Settled Simplifiers
16672,7,0,2Gig,heavy,55,2016-01-15,Fiber,Budget Balancers
16673,10,0,5Gig,medium,69,2021-09-26,Fiber,Peak Performers
16674,4,0,5Gig,light,50,2021-04-07,Fiber,Foolproof Followers
16675,6,0,1Gig,medium,59,2024-06-12,Fiber,Aspirational Adopters
16676,8,0,500mb,medium,68,2023-02-15,Fiber,Peak Performers
16677,6,0,500mb,light,71,2016-11-10,Fiber,Foolproof Followers
16678,4,0,5Gig,medium,31,2018-09-19,Fiber,Settled Simplifiers
16679,2,0,5Gig,medium,78,2021-06-23,Fiber,Settled Simplifiers
16680,1,0,2Gig,heavy,70,2018-03-18,Fiber,Aspirational Adopters
16681,10,0,1Gig,medium,74,2020-09-22,Fiber,Peak Performers
16682,8,0,500mb,light,16,2022-07-16,Fiber,Peak Performers
16683,3,0,Copper,medium,61,2024-08-24,Copper,Settled Simplifiers
16684,8,0,1Gig,heavy,113,2023-05-22,Fiber,Peak Performers
16685,10,0,1Gig,medium,118,2022-04-04,Fiber,Budget Balancers
16686,9,0,1Gig,medium,13,2017-06-05,Fiber,Foolproof Followers
16687,9,0,500mb,light,86,2021-02-07,Fiber,Peak Performers
16688,6,0,Copper,medium,5,2019-01-02,Copper,Settled Simplifiers
16689,10,0,1Gig,medium,103,2022-03-13,Fiber,Foolproof Followers
16690,10,0,500mb,medium,48,2024-04-04,Fiber,Settled Simplifiers
16691,10,0,500mb,heavy,100,2025-06-22,Fiber,Peak Performers
16692,7,0,5Gig,medium,73,2024-03-13,Fiber,Peak Performers
16693,2,0,Copper,heavy,101,2021-07-29,Copper,Foolproof Followers
16694,6,0,1Gig,light,35,2016-01-17,Fiber,Budget Balancers
16695,6,0,500mb,heavy,10,2016-05-10,Fiber,Aspirational Adopters
16696,4,0,1Gig,medium,1,2024-05-14,Fiber,Foolproof Followers
16697,1,0,5Gig,light,38,2025-01-01,Fiber,Budget Balancers
16698,1,0,500mb,light,83,2022-02-08,Fiber,Foolproof Followers
16699,7,0,500mb,light,82,2022-01-03,Fiber,Settled Simplifiers
16700,5,0,Copper,heavy,65,2021-01-27,Copper,Peak Performers
16701,1,0,Copper,heavy,111,2016-11-05,Copper,Peak Performers
16702,10,0,1Gig,heavy,5,2016-05-04,Fiber,Settled Simplifiers
16703,2,1,500mb,light,77,2016-06-19,Fiber,Peak Performers
16704,5,0,7Gig,medium,41,2025-05-01,Fiber,Peak Performers
16705,7,0,Copper,medium,34,2021-10-24,Copper,Foolproof Followers
16706,6,0,1Gig,medium,102,2020-05-22,Fiber,Budget Balancers
16707,7,0,500mb,light,91,2021-10-20,Fiber,Foolproof Followers
16708,2,0,7Gig,medium,88,2018-11-11,Fiber,Settled Simplifiers
16709,8,0,Copper,medium,68,2018-11-22,Copper,Settled Simplifiers
16710,5,0,2Gig,medium,102,2024-04-25,Fiber,Peak Performers
16711,8,0,1Gig,heavy,81,2021-11-21,Fiber,Aspirational Adopters
16712,8,0,2Gig,heavy,71,2024-10-14,Fiber,Settled Simplifiers
16713,9,0,500mb,light,18,2016-05-14,Fiber,Settled Simplifiers
16714,2,0,1Gig,medium,3,2017-09-15,Fiber,Settled Simplifiers
16715,9,0,2Gig,heavy,57,2016-02-05,Fiber,Peak Performers
16716,9,0,Copper,heavy,98,2025-03-30,Copper,Peak Performers
16717,9,0,500mb,medium,110,2023-05-31,Fiber,Foolproof Followers
16718,8,0,1Gig,light,113,2023-03-11,Fiber,Foolproof Followers
16719,9,0,1Gig,heavy,18,2016-05-11,Fiber,Foolproof Followers
16720,10,0,Copper,heavy,37,2017-12-02,Copper,Foolproof Followers
16721,7,1,2Gig,heavy,49,2023-06-09,Fiber,Peak Performers
16722,1,0,1Gig,light,16,2024-09-03,Fiber,Foolproof Followers
16723,5,0,500mb,medium,95,2023-02-27,Fiber,Settled Simplifiers
16724,2,0,1Gig,medium,101,2023-07-04,Fiber,Aspirational Adopters
16725,10,0,1Gig,medium,102,2022-07-27,Fiber,Budget Balancers
16726,9,0,1Gig,heavy,86,2024-06-18,Fiber,Settled Simplifiers
16727,2,0,500mb,light,89,2016-05-01,Fiber,Foolproof Followers
16728,5,0,500mb,light,54,2019-08-14,Fiber,Aspirational Adopters
16729,7,0,500mb,light,12,2025-04-23,Fiber,Budget Balancers
16730,8,0,500mb,light,95,2018-06-25,Fiber,Aspirational Adopters
16731,6,0,500mb,medium,84,2018-12-18,Fiber,Foolproof Followers
16732,3,0,1Gig,medium,32,2016-11-01,Fiber,Peak Performers
16733,5,0,1Gig,medium,2,2022-09-26,Fiber,Foolproof Followers
16734,2,0,1Gig,medium,108,2024-11-18,Fiber,Peak Performers
16735,5,0,2Gig,heavy,51,2024-06-08,Fiber,Peak Performers
16736,1,0,500mb,medium,31,2023-02-25,Fiber,Aspirational Adopters
16737,7,0,500mb,medium,101,2016-08-03,Fiber,Budget Balancers
16738,2,0,1Gig,medium,101,2018-08-03,Fiber,Settled Simplifiers
16739,1,0,1Gig,heavy,20,2022-05-19,Fiber,Peak Performers
16740,2,0,500mb,heavy,106,2017-07-13,Fiber,Settled Simplifiers
16741,8,0,500mb,medium,106,2019-11-25,Fiber,Foolproof Followers
16742,10,0,500mb,light,105,2024-07-19,Fiber,Settled Simplifiers
16743,9,0,500mb,medium,5,2021-01-23,Fiber,Peak Performers
16744,7,0,1Gig,heavy,58,2019-08-25,Fiber,Settled Simplifiers
16745,5,0,1Gig,medium,43,2017-06-07,Fiber,Settled Simplifiers
16746,2,0,1Gig,heavy,13,2019-11-17,Fiber,Peak Performers
16747,4,0,500mb,heavy,42,2018-02-10,Fiber,Aspirational Adopters
16748,6,0,2Gig,heavy,100,2019-11-02,Fiber,Budget Balancers
16749,2,0,Copper,heavy,106,2017-05-22,Copper,Budget Balancers
16750,1,0,2Gig,medium,42,2018-01-30,Fiber,Peak Performers
16751,3,0,7Gig,light,80,2020-03-03,Fiber,Peak Performers
16752,2,0,1Gig,medium,54,2021-06-22,Fiber,Peak Performers
16753,10,0,1Gig,light,24,2023-04-11,Fiber,Settled Simplifiers
16754,2,0,500mb,medium,70,2016-12-01,Fiber,Budget Balancers
16755,7,0,1Gig,medium,93,2019-08-18,Fiber,Peak Performers
16756,8,0,500mb,heavy,6,2024-03-14,Fiber,Aspirational Adopters
16757,9,0,1Gig,medium,24,2020-12-01,Fiber,Peak Performers
16758,5,0,500mb,light,40,2024-09-09,Fiber,Settled Simplifiers
16759,7,0,500mb,heavy,78,2019-12-27,Fiber,Settled Simplifiers
16760,10,0,Copper,medium,15,2022-02-07,Copper,Foolproof Followers
16761,10,0,500mb,medium,84,2024-09-13,Fiber,Foolproof Followers
16762,3,0,1Gig,light,90,2017-10-05,Fiber,Settled Simplifiers
16763,5,0,500mb,medium,119,2017-06-27,Fiber,Settled Simplifiers
16764,9,0,500mb,light,96,2020-01-18,Fiber,Peak Performers
16765,2,0,500mb,light,9,2018-05-18,Fiber,Foolproof Followers
16766,5,0,1Gig,heavy,87,2018-08-31,Fiber,Aspirational Adopters
16767,8,0,500mb,light,1,2024-02-10,Fiber,Aspirational Adopters
16768,3,0,1Gig,light,88,2023-11-07,Fiber,Foolproof Followers
16769,9,0,2Gig,light,53,2020-12-30,Fiber,Settled Simplifiers
16770,9,0,500mb,light,105,2025-09-10,Fiber,Budget Balancers
16771,8,0,1Gig,medium,41,2024-08-26,Fiber,Settled Simplifiers
16772,4,0,Copper,heavy,58,2022-01-29,Copper,Foolproof Followers
16773,5,0,2Gig,medium,73,2018-09-10,Fiber,Peak Performers
16774,3,0,2Gig,medium,67,2023-12-13,Fiber,Foolproof Followers
16775,7,0,500mb,light,59,2023-03-19,Fiber,Budget Balancers
16776,1,0,5Gig,medium,31,2023-02-18,Fiber,Settled Simplifiers
16777,9,0,1Gig,medium,83,2021-03-02,Fiber,Settled Simplifiers
16778,7,0,2Gig,heavy,120,2018-05-29,Fiber,Settled Simplifiers
16779,3,0,1Gig,medium,2,2016-04-19,Fiber,Budget Balancers
16780,8,0,1Gig,light,92,2016-12-23,Fiber,Settled Simplifiers
16781,8,0,1Gig,light,14,2016-04-15,Fiber,Peak Performers
16782,4,0,7Gig,medium,105,2021-03-23,Fiber,Peak Performers
16783,1,0,Copper,medium,84,2020-05-27,Copper,Peak Performers
16784,7,0,500mb,heavy,21,2018-05-28,Fiber,Settled Simplifiers
16785,10,0,500mb,light,18,2019-06-14,Fiber,Foolproof Followers
16786,5,0,500mb,medium,42,2023-04-24,Fiber,Settled Simplifiers
16787,10,0,1Gig,medium,86,2018-07-16,Fiber,Foolproof Followers
16788,6,0,500mb,medium,118,2017-07-20,Fiber,Foolproof Followers
16789,7,0,5Gig,heavy,6,2018-05-27,Fiber,Budget Balancers
16790,5,0,2Gig,heavy,98,2017-04-21,Fiber,Foolproof Followers
16791,4,0,1Gig,light,14,2018-09-06,Fiber,Settled Simplifiers
16792,8,0,500mb,medium,28,2025-05-08,Fiber,Peak Performers
16793,6,0,7Gig,medium,42,2022-06-22,Fiber,Foolproof Followers
16794,3,0,Copper,medium,118,2023-04-04,Copper,Budget Balancers
16795,10,0,500mb,medium,89,2024-03-01,Fiber,Peak Performers
16796,5,0,2Gig,medium,51,2016-05-09,Fiber,Settled Simplifiers
16797,9,0,1Gig,heavy,87,2024-08-08,Fiber,Settled Simplifiers
16798,4,0,500mb,medium,82,2016-10-02,Fiber,Settled Simplifiers
